ID_x,module-id,comment,exposure_time,current,voltage,iso,aperture,camera,filename,identifier,Crack,Contact,Corrosion,Interconnect,sinton_iv_id,Sample_ID,Batch_ID,Measurement_Date-Time,date_y,time_y,load_voltage,reference_constant,voltage_temperature_coefficient,temperature-offset,setpoint-initial,step-size-one,step-size-switch,step-size-two,setpoint-isc-voltage,pulse-wait-time,pulse-wait-time-voc,pulse-length,pulse-wait-time-voc-length,ID_y,User_ID,txt_filename,mfr_filename,Isc_(A),Voc_(V),Imp_(A),Vmp_(V),Pmp_(W),FF_(percent),Efficiency_(percent),Rsh_(ohm),Rs_(ohm),Jsc_(A/cm2),Voc_(V/cell),Jmp_(A/cm2),Vmp_(V/cell),Pmp_(W/cm2),Cell_Efficiency_(percent),Rsh_(ohm-cm2),Rs_(ohm-cm2),ILoad_(A),VLoad_(V),FFLoad_(percent),PLoad_(W),EffLoad_(percent),RsLoad_(ohm),JLoad_(A/cm2),VLoad_(V/cell),PLoad_(W/cm2),Cell_EffLoad_(percent),RsLoad_(ohm-cm2),Rs_Modulation_(ohm-cm2),Measured_Temperature_(C),Total_Test_Time_(s),pJmp_(A/cm2),pVmp_(V/cell),pPmp_(W/cm2),pFF_(percent),pEfficiency_(percent),n_at_1_sun,Jo1_(A/cm2),Jo2_(A/cm2),Jo_at_Vmp_(fA/cm2),Jo_at_Voc_(fA/cm2),Lifetime_at_Vmp_(us),Doping_(cm-3),Measured_Resistivity_(Ohm-cm),Measured_Thickness_(cm),Max_Intensity_(suns),Intensity_@_flash_cutoff_(suns),V_at_Isc_(V),dV/dt,V_Pad_0_(V),Capacitance_(uF/cm2),Pmp_Error_due_to_Capacitance_(percent),Pm/Pe,Total_IV_Curve_Loss_(percent),BulkSRH_AND_Jo_Power_Loss_(percent),Rs_Power_Loss_(percent),Rsh_Power_Loss_(percent),Richter_Limit_Efficiency_(percent),Delta_Power_per_(fA/cm2)_at_pVmp_(percent),Dark_Break_Interpolated,Calibration,Resistivity_(ohm-cm),Analysis_Resistivity_(ohm-cm),Sample_Type,Thickness_(cm),Cell_Area_(cm2),Total_Area_(cm2),Number_of_Cells_per_String,Number_of_Strings,Temperature_(C),Intensity_(suns),Analysis_Type,Nominal_Load_Voltage_(mV/cell),Rs_Modulation_Target_(ohm-cm2),Reference_Constant_(V/sun),Voltage_Temperature_Coefficient_(mV/C),Temperature_Offset_(C),Power_per_Sun_(W/m2),Conductivity_Modulation_(ohm-cm2/V),Auger_Coefficient,Band_Gap_Narrowing,Fit_Method,Carrier_Density_Center_Point_(cm-3),Percent_Fit,Lower_Bound_(cm-3),Upper_Bound_(cm-3),Rsh_Lifetime_Correction,Rsh_Measurement_Method,SunsVoc_Rsh_Voltage_(V),Do_Dark_Break_Measurement,Temperature_Measurement_Method,Number_of_dRsh_Points,dRsh_Output_Vlimit_(V),Current_Transfer,Voltage_Transfer,Temperature_Transfer,Final_Bin,Bin_Index,Do_Doping_Measurement,Doping_Sample_Time_(us),Doping_Measurement_Length_(us),Measurement_Type,Comments,Measurement_Date-Time_String,Software_Version,Recipe_Filename,Forward_Dark_IV_Interpolated?,Doping_Calibration_Factor_(V/sun),Vmp_Correction_Factor_(percent),Flash_1/e_Decay_Time_(ms),Missed_Flashes,Auger_Method,Photon_Recycling,Photon_Recycling_Equation,module_id,identifier_defect,Measurement_DateTime,square,ring,crack,bright_crack,hotspot,gridline_darkening,near_busbar,shattered,serial_number,datetime
,,,,,,,,,,20220203_112900_SHELL_M55_6330431090,,,,,20307.0,20220203_112841_6330431090_02,20220203_SHELL_M55,2022-02-03 11:29:00,20220203.0,112841,483.0,0.246867984,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24520.0,DJC,IVT20220203-SHELL_M55-20220203_112841_6330431090_X_02.txt,IVT20220203-SHELL_M55-20220203_112841_6330431090_X_02.mfr,3.063446,21.494922,2.733975,16.230642,44.374163,67.38824,10.495308,1071.002316,1.084657,0.029203,0.597081,0.026063,0.450851,0.01175,11.750387,3120.781749,3.16057,2.733975,16.230642,67.38824,44.374163,10.495308,1.084657,0.026063,0.450851,0.01175,11.750387,3.16057,6.375038,21.663477,48.289718,0.027384,0.515468,0.014116,80.95249,14.115566,0.979337,1.96e-12,3.58e-08,,,0.0,4220000000000000.0,3.339976,,1.065755,0.421967,2.537837,1748.985957,16.230642,2.005241,,,,,15.448086,0.585075,,,0.0,0.0,3.339976,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.570892,0.246868,2.2,-0.6,1000.0,16.582146,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,2/3/2022 11:29,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0086,,,,,,,,,,,6330431090.0,2022-02-03 11:29:00
,,,,,,,,,,20220203_113100_SHELL_M55_6330431090,,,,,20308.0,20220203_112954_6330431090_01,20220203_SHELL_M55,2022-02-03 11:31:00,20220203.0,112954,483.0,0.246867984,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,3000.0,3000.0,15000.0,180000.0,24521.0,DJC,IVT20220203-SHELL_M55-20220203_112954_6330431090_X_01.txt,IVT20220203-SHELL_M55-20220203_112954_6330431090_X_01.mfr,3.062019,21.492893,2.736526,16.190287,44.305138,67.321109,10.478983,1078.83336,1.093379,0.02919,0.597025,0.026087,0.44973,0.011732,11.73211,3143.600541,3.185984,2.736526,16.190287,67.321109,44.305138,10.478983,1.093379,0.026087,0.44973,0.011732,11.73211,3.185984,6.194024,21.689828,90.302221,0.027371,0.515486,0.01411,80.963467,14.109575,0.982605,1.96e-12,3.56e-08,,,0.0,4170000000000000.0,3.379738,,1.166634,0.104697,2.556077,1578.244594,16.190287,1.999971,,,,,15.597983,0.580683,,,0.0,0.0,3.379738,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.506118,0.246868,2.2,-0.6,1000.0,15.242622,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,2/3/2022 11:31,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0086,,,,,,,,,,,6330431090.0,2022-02-03 11:31:00
,,,,,,,,,,20170505_163211_SHELL_M55_6330431102,0.0005051,0.2321894,0.0686669999999999,0.0082581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431102.0,2017-05-05 16:32:11
,,,,,,,,,,20220119_140400_SHELL_M55_6330431111,,,,,19853.0,20220119_140301_6330431111_01,20220119_SHELL_M55,2022-01-19 14:04:00,20220119.0,140301,483.0,0.247409,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24064.0,DJC,IVT20220119-SHELL_M55-20220119_140301_6330431111_X_01.txt,IVT20220119-SHELL_M55-20220119_140301_6330431111_X_01.mfr,3.007265,21.554686,2.66882,15.661678,41.798201,64.482849,9.886046,1548.781678,1.391237,0.028668,0.598741,0.025442,0.435047,0.011068,11.068266,4512.977722,4.053911,2.66882,15.661678,64.482849,41.798201,9.886046,1.391237,0.025442,0.435047,0.011068,11.068266,4.053911,7.360398,21.611439,49.450341,0.026991,0.518229,0.013988,81.491306,13.987712,0.959784,1.9e-12,2.5e-08,,,15.316163,5440000000000000.0,2.621201,,1.172103,0.541031,1.987677,2013.283825,15.661678,1.894197,,,,11.136103,19.16403,0.415979,,,0.0,0.0,2.621201,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,5.569198,0.247409,2.2,-0.6,1000.0,18.084844,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/19/2022 14:04,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0042,,,,,,,,,,,6330431111.0,2022-01-19 14:04:00
,,,,,,,,,,20220119_140500_SHELL_M55_6330431111,,,,,19854.0,20220119_140407_6330431111_02,20220119_SHELL_M55,2022-01-19 14:05:00,20220119.0,140407,483.0,0.247409,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24065.0,DJC,IVT20220119-SHELL_M55-20220119_140407_6330431111_X_02.txt,IVT20220119-SHELL_M55-20220119_140407_6330431111_X_02.mfr,3.009188,21.549612,2.669535,15.656965,41.796819,64.454674,9.885719,1482.681639,1.394703,0.028686,0.5986,0.025448,0.434916,0.011068,11.0679,4320.369553,4.064009,2.669535,15.656965,64.454674,41.796819,9.885719,1.394703,0.025448,0.434916,0.011068,11.0679,4.064009,7.402537,21.677943,47.789587,0.027012,0.518207,0.013998,81.517904,13.997931,0.962558,1.9e-12,2.52e-08,,,15.024341,5420000000000000.0,2.626812,,1.169202,0.542827,1.951774,1994.076366,15.656965,1.909697,,,,11.438355,19.211427,0.434371,,,0.0,0.0,2.626812,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,5.5756,0.247409,2.2,-0.6,1000.0,18.653736,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/19/2022 14:05,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0042,,,,,,,,,,,6330431111.0,2022-01-19 14:05:00
,,,,,,,,,,20220119_140600_SHELL_M55_6330431111,,,,,19855.0,20220119_140519_6330431111_01,20220119_SHELL_M55,2022-01-19 14:06:00,20220119.0,140519,483.0,0.247409,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24066.0,DJC,IVT20220119-SHELL_M55-20220119_140519_6330431111_X_01.txt,IVT20220119-SHELL_M55-20220119_140519_6330431111_X_01.mfr,3.00871,21.54618,2.669157,15.658232,41.794281,64.471264,9.885118,1499.009704,1.393979,0.028682,0.598505,0.025445,0.434951,0.011067,11.067228,4367.947721,4.0619,2.669157,15.658232,64.471264,41.794281,9.885118,1.393979,0.025445,0.434951,0.011067,11.067228,4.0619,7.326757,21.749992,49.479271,0.027006,0.518228,0.013995,81.528226,13.99525,0.961153,1.89e-12,2.53e-08,,,15.027317,5460000000000000.0,2.610593,,1.162166,0.54333,1.97138,1968.390456,15.658232,1.89511,,,,11.35004,19.199921,0.429681,,,0.0,0.0,2.610593,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,5.525762,0.247409,2.2,-0.6,1000.0,18.247546,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/19/2022 14:06,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0042,,,,,,,,,,,6330431111.0,2022-01-19 14:06:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220126_102638_SHELL_M55_6330431111,2022-01-26 10:26:38,0.9913530213888888,0.0027939190119444,0.0624211265277777,0.0073696517588888,0.0277942617402222,0.0009994709399999,0.0025603395172222,0.0002091535741666,6330431111.0,2022-01-26 10:26:38
20224.0,F0201-0042,X,1.0,1.392,22.407,1000,9/5,DSLR-CMOS,20220128_170544_SHELL_M55_6330431111_X_1s_1.392A_22.407V.jpg,20220128_170544_SHELL_M55_6330431111,3.6003063,0.0,0.0073469,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431111.0,2022-01-28 17:05:44
20225.0,F0201-0042,X,1.0,2.394,23.714,1000,9/5,DSLR-CMOS,20220128_170607_SHELL_M55_6330431111_X_1s_2.394A_23.714V.jpg,20220128_170607_SHELL_M55_6330431111,2.1799301,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431111.0,2022-01-28 17:06:07
20226.0,F0201-0042,X,1.0,3.392,24.77,1000,9/5,DSLR-CMOS,20220128_170631_SHELL_M55_6330431111_X_1s_3.392A_24.770V.jpg,20220128_170631_SHELL_M55_6330431111,1.538224,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431111.0,2022-01-28 17:06:31
20227.0,F0201-0042,X,3.0,0.025,16.285,1000,9/5,DSLR-CMOS,20220128_170804_SHELL_M55_6330431111_X_3s_0.025A_16.285V.jpg,20220128_170804_SHELL_M55_6330431111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431111.0,2022-01-28 17:08:04
20228.0,F0201-0042,X,3.0,0.194,19.193,1000,9/5,DSLR-CMOS,20220128_170833_SHELL_M55_6330431111_X_3s_0.194A_19.193V.jpg,20220128_170833_SHELL_M55_6330431111,5.3940518,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431111.0,2022-01-28 17:08:33
20229.0,F0201-0042,X,3.0,0.296,19.772,1000,9/5,DSLR-CMOS,20220128_170902_SHELL_M55_6330431111_X_3s_0.296A_19.772V.jpg,20220128_170902_SHELL_M55_6330431111,13.8688279,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431111.0,2022-01-28 17:09:02
,,,,,,,,,,20220127_101800_SHELL_M55_6330431268,,,,,20024.0,20220127_101702_6330431268_01,20220127_SHELL_M55,2022-01-27 10:18:00,20220127.0,101702,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24232.0,DJC,IVT20220127-SHELL_M55-20220127_101702_6330431268_X_01.txt,IVT20220127-SHELL_M55-20220127_101702_6330431268_X_01.mfr,3.086011,21.635657,2.773292,15.511689,43.018437,64.429851,10.174654,1612.271587,1.390893,0.029419,0.60099,0.026437,0.43088,0.011391,11.391388,4697.980263,4.052908,2.773292,15.511689,64.429851,43.018437,10.174654,1.390893,0.026437,0.43088,0.011391,11.391388,4.052908,6.315553,21.848783,49.315658,0.027734,0.5209,0.014447,81.710692,14.446692,0.962273,1.8e-12,2.23e-08,,,0.0,4110000000000000.0,3.426372,,1.173319,0.542155,2.088219,1590.872257,15.511689,2.476873,,,,,19.915037,0.389289,,,0.0,0.0,3.426372,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.092775,0.247326,2.2,-0.6,1000.0,8.751535,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/27/2022 10:18,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0095,,,,,,,,,,,6330431268.0,2022-01-27 10:18:00
,,,,,,,,,,20220127_101900_SHELL_M55_6330431268,,,,,20025.0,20220127_101808_6330431268_02,20220127_SHELL_M55,2022-01-27 10:19:00,20220127.0,101808,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24233.0,DJC,IVT20220127-SHELL_M55-20220127_101808_6330431268_X_02.txt,IVT20220127-SHELL_M55-20220127_101808_6330431268_X_02.mfr,3.088643,21.629029,2.806245,15.182139,42.604804,63.775502,10.076822,1596.41242,1.453754,0.029444,0.600806,0.026752,0.421726,0.011282,11.281857,4651.768413,4.236076,2.806245,15.182139,63.775502,42.604804,10.076822,1.453754,0.026752,0.421726,0.011282,11.281857,4.236076,6.486673,21.904622,49.286774,0.027765,0.520801,0.01446,81.742307,14.460176,0.964656,1.8e-12,2.24e-08,,,0.0,4200000000000000.0,3.360252,,1.170827,0.542743,2.086171,1570.675411,15.182139,2.16474,,,,,21.179766,0.390645,,,0.0,0.0,3.360252,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.090937,0.247326,2.2,-0.6,1000.0,12.39022,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/27/2022 10:19,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0095,,,,,,,,,,,6330431268.0,2022-01-27 10:19:00
,,,,,,,,,,20220127_102100_SHELL_M55_6330431268,,,,,20026.0,20220127_101922_6330431268_01,20220127_SHELL_M55,2022-01-27 10:21:00,20220127.0,101922,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,3000.0,3000.0,15000.0,180000.0,24234.0,DJC,IVT20220127-SHELL_M55-20220127_101922_6330431268_X_01.txt,IVT20220127-SHELL_M55-20220127_101922_6330431268_X_01.mfr,3.090612,21.626548,2.788502,15.187034,42.349082,63.359591,10.016339,1568.796093,1.486117,0.029462,0.600737,0.026582,0.421862,0.011214,11.214141,4571.297505,4.330379,2.788502,15.187034,63.359591,42.349082,10.016339,1.486117,0.026582,0.421862,0.011214,11.214141,4.330379,6.385729,21.975395,90.190005,0.027779,0.520904,0.01447,81.75654,14.470254,0.963067,1.79e-12,2.26e-08,,,0.0,4410000000000000.0,3.204396,,1.166913,0.105457,2.108718,1503.05237,15.187034,2.221453,,,,,21.437194,0.398699,,,0.0,0.0,3.204396,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.104686,0.247326,2.2,-0.6,1000.0,10.841721,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/27/2022 10:21,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0095,,,,,,,,,,,6330431268.0,2022-01-27 10:21:00
19804.0,F0201-0095,X,3.0,0.025,16.422,1000,9/5,DSLR-CMOS,20220128_095558_SHELL_M55_6330431268_X_3s_0.025A_16.422V.jpg,20220128_095558_SHELL_M55_6330431268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431268.0,2022-01-28 09:55:58
19805.0,F0201-0095,X,3.0,0.195,19.282,1000,9/5,DSLR-CMOS,20220128_095627_SHELL_M55_6330431268_X_3s_0.195A_19.282V.jpg,20220128_095627_SHELL_M55_6330431268,5.4131471,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431268.0,2022-01-28 09:56:27
19806.0,F0201-0095,X,3.0,0.296,19.846,1000,9/5,DSLR-CMOS,20220128_095656_SHELL_M55_6330431268_X_3s_0.296A_19.846V.jpg,20220128_095656_SHELL_M55_6330431268,14.8269561,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431268.0,2022-01-28 09:56:56
19807.0,F0201-0095,X,1.0,1.392,22.398,1000,9/5,DSLR-CMOS,20220128_095725_SHELL_M55_6330431268_X_1s_1.392A_22.398V.jpg,20220128_095725_SHELL_M55_6330431268,2.3776019,0.0,0.0003061,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431268.0,2022-01-28 09:57:25
19808.0,F0201-0095,X,1.0,2.394,23.72,1000,9/5,DSLR-CMOS,20220128_095748_SHELL_M55_6330431268_X_1s_2.394A_23.720V.jpg,20220128_095748_SHELL_M55_6330431268,2.5960302,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431268.0,2022-01-28 09:57:48
19809.0,F0201-0095,X,1.0,3.393,24.829,1000,9/5,DSLR-CMOS,20220128_095810_SHELL_M55_6330431268_X_1s_3.393A_24.829V.jpg,20220128_095810_SHELL_M55_6330431268,1.0157838,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330431268.0,2022-01-28 09:58:10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220131_171859_SHELL_M55_6330431268,2022-01-31 17:18:59,0.9708156608333334,0.0017577280216666,0.0589176641749999,0.0066400051594444,0.0671695760750555,0.0011096388327777,0.0016430949186111,0.0001790108708611,6330431268.0,2022-01-31 17:18:59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220114_132936_SHELL_M55_6330431269,2022-01-14 13:29:36,0.9597168586111112,0.0168468905833333,0.0264482927277777,0.00846102102,0.0541490125336111,0.0014205152027777,0.0009995488241666,0.0003005006961111,6330431269.0,2022-01-14 13:29:36
,,,,,,,,,,20220117_103600_SHELL_M55_6330431269,,,,,19723.0,20220117_103533_6330431269_01,20220117_SHELL_M55,2022-01-17 10:36:00,20220117.0,103533,483.0,0.247409,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,15000.0,180000.0,23931.0,DJC,IVT20220117-SHELL_M55-20220117_103533_6330431269_X_01.txt,IVT20220117-SHELL_M55-20220117_103533_6330431269_X_01.mfr,3.169941,21.602344,2.890512,16.732001,48.364047,70.626976,11.438989,1428.4865,0.830792,0.030219,0.600065,0.027555,0.464778,0.012807,12.806919,4162.450939,2.420836,2.890512,16.732001,70.626976,48.364047,11.438989,0.830792,0.027555,0.464778,0.012807,12.806919,2.420836,5.30093,22.862822,48.321739,0.028439,0.518994,0.01476,81.396689,14.75981,0.979528,1.91e-12,2.71e-08,,,14.158735,5520000000000000.0,2.582679,,1.175006,0.104168,2.012645,1348.214378,16.732001,1.43924,,,,8.676425,12.550893,0.422537,,,0.0,0.0,2.582679,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,3.504415,0.247409,2.2,-0.6,1000.0,13.042377,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/17/2022 10:36,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0076,,,,,,,,,,,6330431269.0,2022-01-17 10:36:00
